size,epoch,w1_ideal_target,w1_ideal_concurrent,w1_concurrent_target,error,diff
2,1.0e-10,4.643999999999847,0.0,4.643999999999847,0.0024300780296688594,1.8972180798432304e-5
2,1.266380173467402e-10,4.655999999999857,0.0,4.655999999999857,0.003472416487522383,3.4165745757528216e-5
2,1.6037187437513276e-10,4.676999999999839,0.0,4.676999999999839,0.0046650050458082164,5.891854550680407e-5
2,2.030917620904739e-10,4.670333333333184,0.0,4.670333333333184,0.006628346237667594,0.00010841750123844654
2,2.571913809059347e-10,4.658333333333177,0.0,4.658333333333177,0.009272837151202357,0.00019002525654443513
2,3.257020655659783e-10,4.648333333333166,0.0,4.648333333333166,0.01300072517730376,0.0003386914176835158
2,4.124626382901348e-10,4.630999999999846,0.0,4.630999999999846,0.01862396287750923,0.0006253917157773402
2,5.223345074266832e-10,4.655999999999854,0.0,4.655999999999854,0.0251898577389754,0.0010744851426978757
2,6.614740641230159e-10,4.636999999999843,0.0,4.636999999999843,0.035078690474771815,0.0019148096406977958
2,8.376776400682924e-10,4.642666666666516,0.0,4.642666666666516,0.04763730857780765,0.003317726396507649
2,1.0608183551394483e-9,4.625333333333184,0.0,4.625333333333184,0.065619961682657,0.005848345697436589
2,1.3433993325988988e-9,4.675333333333182,0.0006666666666666666,4.675333333333191,0.09412548926733506,0.010718818267093679
2,1.7012542798525856e-9,4.642333333333181,0.012333333333333328,4.63266666666652,0.1255305615588972,0.018379901047366327
2,2.1544346900318866e-9,4.639333333333177,0.05466666666666661,4.606666666666504,0.1714213203041643,0.03189144592027719
2,2.7283333764867695e-9,4.468999999999838,0.1496666666666667,4.393999999999847,0.2488626767852026,0.05843985120997227
2,3.4551072945922183e-9,4.333999999999858,0.28966666666666696,4.229666666666553,0.35426475370657257,0.10815053329166585
2,4.37547937507418e-9,3.910333333333228,0.3790000000000014,3.814666666666587,0.521393750309637,0.19813614481099387
2,5.54102033000948e-9,3.5903333333332563,0.3766666666666685,3.6076666666666,0.7884903900679442,0.3898473363954754
2,7.017038286703837e-9,3.1339999999999573,0.4903333333333353,3.400999999999943,1.1922288152010365,0.7464508019249309
2,8.886238162743407e-9,2.8006666666666407,0.7440000000000031,3.3706666666666183,1.7602929480891167,1.455826664563931
2,1.1253355826007646e-8,2.309333333333327,1.1463333333333288,3.2823333333332805,2.62947708744988,2.930927064066942
2,1.4251026703029992e-8,1.8173333333333312,1.599999999999979,3.2479999999999607,3.761663933696909,5.459336936425411
2,1.8047217668271702e-8,1.4039999999999981,2.0713333333333392,3.311999999999962,5.234847097714099,9.908360471181908
2,2.2854638641349884e-8,1.0916666666666657,2.397666666666683,3.2766666666666295,6.8011989643092265,16.406871340213925
2,2.8942661247167517e-8,0.9210000000000009,2.683666666666679,3.3573333333332953,8.921072168221837,26.940379537182107
2,3.665241237079626e-8,0.7303333333333332,2.937666666666693,3.421333333333285,11.755118147719964,40.16495912975943
2,4.641588833612782e-8,0.6583333333333339,3.0403333333333573,3.4313333333332903,14.534231342517257,58.80630271550473
2,5.878016072274912e-8,0.5960000000000005,3.1206666666666867,3.4519999999999484,18.46205677049693,84.93918219938877
2,7.443803013251681e-8,0.4766666666666669,3.202666666666694,3.4886666666666337,22.873119862132597,119.40417445143927
2,9.426684551178854e-8,0.45199999999999957,3.2790000000000132,3.532333333333284,28.129158085513783,167.8442004725018
2,1.1937766417144357e-7,0.3519999999999992,3.3420000000000303,3.5739999999999505,34.98462936838153,223.06377144321294
2,1.5117750706156632e-7,0.2899999999999997,3.3683333333333745,3.5723333333332814,44.28394485749165,303.1519352268887
2,1.9144819761699575e-7,0.20599999999999993,3.427000000000025,3.5723333333332805,55.13377525250123,416.7549013662439
2,2.424462017082331e-7,0.15999999999999995,3.390666666666708,3.5046666666666195,70.83260340160815,542.8230183001848
2,3.07029062975785e-7,0.07,3.5136666666666887,3.5703333333332794,87.53303982091334,711.5165550093851
2,3.8881551803080855e-7,0.10399999999999962,3.5556666666666925,3.589666666666622,109.144535198413,945.5492437431019
2,4.923882631706742e-7,0.14399999999999658,3.4613333333333545,3.477333333333287,141.9841432655049,1228.732544503593
2,6.235507341273912e-7,0.009999999999998906,3.530000000000031,3.5359999999999494,174.12763785785415,1587.4089178859158
2,7.896522868499733e-7,0.047999999999998266,3.6056666666666928,3.6096666666666164,219.6976659589302,2098.385609802849
2,1.0e-6,0.031999999999998474,3.4713333333333583,3.4713333333332916,284.4525704488567,2687.7461513336693
3,1.0e-10,4.6433333333331746,0.0,4.6433333333331746,0.0014436956953899867,1.1374937471453903e-5
3,1.266380173467402e-10,4.649333333333182,0.0,4.649333333333182,0.0020294565535168654,2.0627144852177383e-5
3,1.6037187437513276e-10,4.618333333333185,0.0,4.618333333333185,0.0028458675742081105,3.701416734741349e-5
3,2.030917620904739e-10,4.640666666666526,0.0,4.640666666666526,0.00405040629807885,6.784262355679239e-5
3,2.571913809059347e-10,4.633666666666519,0.0,4.633666666666519,0.005539437236728309,0.00011672489093956529
3,3.257020655659783e-10,4.644999999999853,0.0,4.644999999999853,0.00772369305682357,0.00020748328298111782
3,4.124626382901348e-10,4.6579999999998485,0.0,4.6579999999998485,0.01067143971076555,0.0003623113413602817
3,5.223345074266832e-10,4.655333333333185,0.0,4.655333333333185,0.01525802783865055,0.0006666442971157882
3,6.614740641230159e-10,4.6353333333331905,0.0,4.6353333333331905,0.020742890482373023,0.0011649475572263627
3,8.376776400682924e-10,4.67433333333318,0.0,4.67433333333318,0.028017850870086312,0.002014944488123377
3,1.0608183551394483e-9,4.665333333333181,0.0,4.665333333333181,0.0401858310318405,0.0037211692387210055
3,1.3433993325988988e-9,4.651333333333185,0.001,4.650333333333179,0.055028168797446916,0.006463452394104626
3,1.7012542798525856e-9,4.630666666666514,0.0073333333333333315,4.624666666666512,0.07586986147132166,0.011561593618437456
3,2.1544346900318866e-9,4.575999999999855,0.027333333333333626,4.559999999999861,0.11086390831987192,0.021365451369494467
3,2.7283333764867695e-9,4.459666666666536,0.08833333333333344,4.422666666666535,0.14838599059050545,0.03734211616901249
3,3.4551072945922183e-9,4.23866666666653,0.2003333333333326,4.178333333333207,0.22589630446620307,0.07025514355119987
3,4.37547937507418e-9,3.905333333333228,0.3073333333333331,3.833999999999908,0.3339179015675652,0.13178473060016008
3,5.54102033000948e-9,3.5783333333332634,0.32933333333333364,3.5969999999999396,0.5124244590035655,0.25534626821462486
3,7.017038286703837e-9,3.1829999999999607,0.3780000000000003,3.3656666666666144,0.7994482672628518,0.5059949945733588
3,8.886238162743407e-9,2.755999999999981,0.5360000000000031,3.1566666666666294,1.2570479344991776,1.0237534584661858
3,1.1253355826007646e-8,2.2053333333333285,0.7993333333333308,2.892666666666639,2.0227295180243208,2.035867998784642
3,1.4251026703029992e-8,1.8183333333333325,1.09333333333332,2.792333333333313,2.950938384393675,3.830491197709609
3,1.8047217668271702e-8,1.4029999999999991,1.4886666666666648,2.711666666666645,4.424211423981189,7.1822551467228335
3,2.2854638641349884e-8,1.2346666666666672,1.7630000000000132,2.7743333333333102,6.082019029887505,12.227914895647494
3,2.8942661247167517e-8,0.9336666666666673,2.0810000000000266,2.7646666666666477,8.404059083096351,20.127371676680024
3,3.665241237079626e-8,0.7650000000000009,2.2836666666666963,2.763999999999989,11.33583818469846,31.701624580413306
3,4.641588833612782e-8,0.5633333333333337,2.580666666666693,2.9113333333333156,14.725544509075267,48.85996073176794
3,5.878016072274912e-8,0.5073333333333337,2.7276666666667078,2.9863333333333246,18.369648239450022,73.19620431656944
3,7.443803013251681e-8,0.4836666666666669,2.8003333333333704,3.013333333333324,24.091996987418714,103.75915595007734
3,9.426684551178854e-8,0.3939999999999999,2.835000000000036,3.0089999999999932,30.9219578095615,146.84060198126986
3,1.1937766417144357e-7,0.34399999999999986,2.973333333333377,3.1340000000000017,38.04724902485683,205.96014550621814
3,1.5117750706156632e-7,0.30399999999999916,2.9570000000000465,3.096333333333337,49.68639456207988,275.9937544977885
3,1.9144819761699575e-7,0.19399999999999962,3.0210000000000505,3.1290000000000036,63.42799523576256,384.1279883457568
3,2.424462017082331e-7,0.1279999999999999,3.092666666666718,3.173333333333332,80.45687653163147,515.9222973853317
3,3.07029062975785e-7,0.1999999999999993,3.126333333333384,3.1723333333333312,101.24044879104606,674.2430618873377
3,3.8881551803080855e-7,0.057999999999999934,3.148666666666714,3.196666666666668,127.92548380120576,928.5408875881994
3,4.923882631706742e-7,0.09199999999999875,3.1660000000000545,3.1833333333333345,162.99612438227862,1217.2441932177708
3,6.235507341273912e-7,0.05799999999999827,3.2223333333333906,3.227666666666664,207.14840242726473,1594.366779567562
3,7.896522868499733e-7,0.05599999999999827,3.188333333333395,3.192333333333338,258.3161605488234,2024.1393825814484
3,1.0e-6,0.13199999999999612,3.1880000000000472,3.188000000000005,330.9333295801149,2611.7571794154705
4,1.0e-10,4.641333333333178,0.0,4.641333333333178,0.0016191746731163063,1.2646343772459357e-5
4,1.266380173467402e-10,4.633999999999852,0.0,4.633999999999852,0.0023389897388937553,2.3231891803240757e-5
4,1.6037187437513276e-10,4.661999999999848,0.0,4.661999999999848,0.0032687673460094057,4.160892758156526e-5
4,2.030917620904739e-10,4.613333333333186,0.0,4.613333333333186,0.004649379178141811,7.50170996479728e-5
4,2.571913809059347e-10,4.642333333333178,0.0,4.642333333333178,0.006534883681672871,0.00013604265542556645
4,3.257020655659783e-10,4.6399999999998425,0.0,4.6399999999998425,0.008976150054458879,0.0002350122777121426
4,4.124626382901348e-10,4.664999999999844,0.0,4.664999999999844,0.012834397389350452,0.0004281967827813638
4,5.223345074266832e-10,4.630666666666513,0.0,4.630666666666513,0.01777425780490315,0.0007625702906427182
4,6.614740641230159e-10,4.645333333333177,0.0,4.645333333333177,0.024967624119203696,0.001381130568568843
4,8.376776400682924e-10,4.658666666666525,0.0,4.658666666666525,0.03415619955943536,0.002323015843014366
4,1.0608183551394483e-9,4.678666666666512,0.0,4.678666666666512,0.04748268281821855,0.004278313517316559
4,1.3433993325988988e-9,4.632333333333185,0.0006666666666666666,4.631666666666518,0.06443776369833164,0.007381083869452724
4,1.7012542798525856e-9,4.6816666666665165,0.008666666666666663,4.674333333333187,0.08744984716489228,0.012921429074325296
4,2.1544346900318866e-9,4.592666666666511,0.032333333333333374,4.577666666666511,0.12935573032767894,0.024085301977318674
4,2.7283333764867695e-9,4.494999999999867,0.1030000000000003,4.439999999999859,0.18032948822657444,0.04363728278967913
4,3.4551072945922183e-9,4.249999999999871,0.21499999999999925,4.180333333333216,0.2602881962049183,0.08096986695592275
4,4.37547937507418e-9,3.9296666666665647,0.3100000000000004,3.860333333333252,0.37702128479999447,0.14951993442202127
4,5.54102033000948e-9,3.5853333333332604,0.3446666666666674,3.5913333333332704,0.5740220592109684,0.28046366539703443
4,7.017038286703837e-9,3.16166666666662,0.39200000000000135,3.3436666666666164,0.8575720635328204,0.5620723575659475
4,8.886238162743407e-9,2.7639999999999825,0.5343333333333364,3.158999999999962,1.3377207673045486,1.1052367283232818
4,1.1253355826007646e-8,2.2963333333333287,0.8423333333333348,3.0046666666666333,2.04594897905265,2.2459128890545594
4,1.4251026703029992e-8,1.8616666666666641,1.15933333333332,2.8889999999999807,3.04856922705336,4.186156744998134
4,1.8047217668271702e-8,1.4553333333333325,1.5539999999999967,2.8726666666666443,4.329382496640821,7.811999641853286
4,2.2854638641349884e-8,1.1246666666666665,1.8680000000000168,2.84133333333332,6.130090238551681,13.109830488154362
4,2.8942661247167517e-8,0.8673333333333325,2.194000000000024,2.875333333333317,8.286491966785688,21.901600615954433
4,3.665241237079626e-8,0.786333333333333,2.3790000000000258,2.906666666666658,10.709272767040234,33.42497638739119
4,4.641588833612782e-8,0.5913333333333337,2.5770000000000377,2.9829999999999846,14.035664764098128,51.16901613147014
4,5.878016072274912e-8,0.5070000000000003,2.6963333333333748,3.029333333333319,18.024469662629592,74.77206404443945
4,7.443803013251681e-8,0.4580000000000001,2.7786666666667053,3.0666666666666496,22.525806955019128,106.29069316825108
4,9.426684551178854e-8,0.42000000000000004,2.8320000000000465,3.107999999999992,27.73641607775153,150.2105163549132
4,1.1937766417144357e-7,0.3639999999999999,2.861000000000045,3.097666666666653,35.46560758332411,209.03614132010418
4,1.5117750706156632e-7,0.26799999999999985,2.9983333333333846,3.1909999999999883,43.30954470475152,297.5397617574869
4,1.9144819761699575e-7,0.21999999999999975,2.983333333333376,3.135999999999991,56.645653304471026,397.3960195680023
4,2.424462017082331e-7,0.1780000000000075,3.027666666666717,3.1436666666666504,70.37722047490355,522.6292852041963
4,3.07029062975785e-7,0.23400000000000276,3.038000000000048,3.125999999999988,90.72726841794714,705.1559103281861
4,3.8881551803080855e-7,0.04400000000000097,3.1900000000000506,3.2199999999999878,112.30187407816291,943.9862106180673
4,4.923882631706742e-7,0.08199999999999828,3.1643333333333814,3.1809999999999867,146.6333882300716,1224.6630259130498
4,6.235507341273912e-7,0.06199999999999785,3.164333333333385,3.1703333333333217,187.11412132176275,1539.5265243291014
4,7.896522868499733e-7,0.04999999999999849,3.1073333333333815,3.112666666666658,237.98412607536594,2064.8804043822997
4,1.0e-6,0.02599999999999869,3.198333333333386,3.200333333333321,295.3562326988656,2572.4429020187567
6,1.0e-10,4.6456666666665205,0.0,4.6456666666665205,0.0007207325903845721,6.103306556201327e-6
6,1.266380173467402e-10,4.62933333333319,0.0,4.62933333333319,0.0010212935393378506,1.093806623076277e-5
6,1.6037187437513276e-10,4.6309999999998475,0.0,4.6309999999998475,0.0014197314672488085,1.9625350187924464e-5
6,2.030917620904739e-10,4.670999999999844,0.0,4.670999999999844,0.001970932378673989,3.482814459542383e-5
6,2.571913809059347e-10,4.661333333333192,0.0,4.661333333333192,0.0027784600377022215,6.23434098062585e-5
6,3.257020655659783e-10,4.630333333333173,0.0,4.630333333333173,0.0038920535263804908,0.00011001538133513836
6,4.124626382901348e-10,4.636666666666511,0.0,4.636666666666511,0.005490884966732488,0.0002005265337590451
6,5.223345074266832e-10,4.627666666666519,0.0,4.627666666666519,0.007544571882378215,0.0003583363131452093
6,6.614740641230159e-10,4.600999999999855,0.0,4.600999999999855,0.010455555509323682,0.0006249376634622691
6,8.376776400682924e-10,4.656666666666517,0.0,4.656666666666517,0.01421601698542544,0.0011237852672085493
6,1.0608183551394483e-9,4.63199999999984,0.0,4.63199999999984,0.020146635931435543,0.002005700277348901
6,1.3433993325988988e-9,4.659666666666499,0.0006666666666666666,4.658999999999836,0.029384191052101896,0.003649703708747149
6,1.7012542798525856e-9,4.643999999999859,0.0016666666666666663,4.642999999999856,0.03981688696231101,0.00668517201450883
6,2.1544346900318866e-9,4.574999999999849,0.016999999999999998,4.56599999999985,0.056379311998641435,0.011883762921632159
6,2.7283333764867695e-9,4.490666666666508,0.050999999999999955,4.469666666666515,0.08155497703822533,0.022247737499613122
6,3.4551072945922183e-9,4.298333333333197,0.12166666666666714,4.261333333333196,0.11831139895758548,0.04074048550237621
6,4.37547937507418e-9,3.996999999999891,0.20133333333333264,3.9609999999999026,0.18208447241552214,0.07591439858568932
6,5.54102033000948e-9,3.5993333333332562,0.25099999999999895,3.6063333333332563,0.28134756143752204,0.1488152048724406
6,7.017038286703837e-9,3.164666666666623,0.3019999999999992,3.2553333333332874,0.45310537397205813,0.302659128247886
6,8.886238162743407e-9,2.7356666666666536,0.35700000000000154,2.9286666666666457,0.7300213857093404,0.6010887100879181
6,1.1253355826007646e-8,2.2516666666666656,0.43833333333332714,2.575999999999987,1.1970448307113166,1.201809700575776
6,1.4251026703029992e-8,1.868666666666665,0.5876666666666576,2.3809999999999922,1.8518998841402898,2.31797835625698
6,1.8047217668271702e-8,1.4683333333333328,0.7546666666666713,2.1069999999999935,2.8737354201551435,4.223018747020927
6,2.2854638641349884e-8,1.154333333333333,1.0120000000000156,2.0383333333333344,4.281988130911517,7.837732173367826
6,2.8942661247167517e-8,0.9420000000000006,1.163333333333359,1.9426666666666648,6.169952983744013,13.194194025905565
6,3.665241237079626e-8,0.7610000000000008,1.2976666666666947,1.8400000000000003,8.52380784531928,20.43718329747464
6,4.641588833612782e-8,0.6160000000000008,1.574333333333373,1.9570000000000023,11.46659593797237,32.1636852112341
6,5.878016072274912e-8,0.5303333333333338,1.5823333333333736,1.9273333333333378,15.660085208133525,47.44034783157293
6,7.443803013251681e-8,0.4660000000000002,1.806000000000047,2.0760000000000094,20.16205141950492,70.71049238110842
6,9.426684551178854e-8,0.38633333333333325,2.024000000000046,2.2203333333333326,26.078578411975958,102.28837031537597
6,1.1937766417144357e-7,0.35599999999999943,2.188000000000046,2.357999999999992,32.244964271473066,150.9891694012237
6,1.5117750706156632e-7,0.24599999999999989,2.3066666666667155,2.4273333333333222,42.3530225080314,205.2708105551834
6,1.9144819761699575e-7,0.18599999999999997,2.592000000000055,2.6919999999999815,51.46058809497211,303.8577193817816
6,2.424462017082331e-7,0.12599999999999978,2.680666666666725,2.745333333333312,64.51002220884311,415.07433964376395
6,3.07029062975785e-7,0.13000000000000228,2.741000000000059,2.7829999999999777,81.21513855587315,572.0831194722062
6,3.8881551803080855e-7,0.12200000000000005,2.8550000000000635,2.880333333333309,100.35533518520668,805.1091573262976
6,4.923882631706742e-7,0.09999999999999698,2.896333333333398,2.9023333333333077,124.8045887184849,1066.3682416753397
6,6.235507341273912e-7,0.2699999999999936,3.0290000000000576,3.0429999999999713,154.8238594892145,1472.8364022609787
6,7.896522868499733e-7,0.0019999999999997797,3.090000000000069,3.0919999999999694,192.04899265725032,1888.0148528102209
6,1.0e-6,0.13599999999999568,3.011000000000063,3.010999999999972,249.18299954796754,2542.402320628243
